,year,month,day,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
10806,1994,7,12,10.3,3.4,0.0,0,14.8,0,1.0,16.6,1017.3,25.0,53.0,29.4,17.1,13.6
10807,1994,7,11,6.7,1.9,0.0,0,15.4,0,0.3,12.3,1019.1,23.2,43.0,28.1,15.3,10.0
10808,1994,7,10,7.2,2.8,0.0,0,14.8,0,1.7,16.1,1017.9,20.9,66.0,25.8,13.8,12.3
10809,1994,7,9,10.8,4.5,0.0,0,11.3,0,3.3,15.6,1011.7,18.5,73.0,23.0,13.3,11.8
10810,1994,7,8,9.8,4.8,5.5,6,4.3,0,6.3,15.9,1006.4,15.4,92.0,20.1,13.1,13.1
10811,1994,7,7,11.8,3.0,31.8,6,4.9,0,7.0,15.2,1007.3,16.0,82.0,22.5,13.3,10.7
10812,1994,7,6,8.2,2.8,0.0,0,11.5,0,1.7,12.6,1011.0,20.6,50.0,25.4,14.1,10.5
10813,1994,7,5,7.2,2.1,0.0,0,4.8,0,5.3,15.8,1010.4,20.9,63.0,25.5,18.0,17.3
10814,1994,7,4,8.7,2.8,0.0,6,12.7,0,4.7,14.9,1009.3,25.2,48.0,31.7,17.4,15.3
10815,1994,7,3,7.2,2.5,0.0,0,14.8,0,1.7,12.2,1011.2,24.4,41.0,30.6,15.2,11.9
10816,1994,7,2,7.7,3.0,0.0,0,15.4,0,1.0,12.2,1013.3,22.0,47.0,27.8,12.2,9.6
10817,1994,7,1,7.2,2.0,0.0,0,15.5,0,2.7,12.5,1016.8,19.4,55.0,23.7,13.3,8.0
10818,1994,6,30,10.3,3.8,0.0,0,14.7,0,3.3,11.9,1018.4,17.8,58.0,21.8,15.0,14.3
10819,1994,6,29,12.3,3.7,11.0,6,4.1,0,6.3,20.4,1009.9,24.2,66.0,34.5,20.0,19.6
10820,1994,6,28,7.7,3.1,0.0,0,14.8,0,1.7,15.5,1015.2,25.0,49.0,30.2,17.3,14.7
10821,1994,6,27,7.2,2.3,0.0,0,6.3,0,4.3,19.0,1014.6,24.1,63.0,28.8,18.7,16.3
10822,1994,6,26,7.7,2.3,0.0,0,11.9,0,5.7,17.3,1008.8,24.3,55.0,29.7,16.4,12.4
10823,1994,6,25,10.3,4.0,0.0,0,16.1,0,0.7,9.8,1009.2,22.8,36.0,28.7,9.9,5.5
10824,1994,6,24,7.2,2.6,0.0,0,16.2,0,1.0,8.4,1015.2,16.0,48.0,21.6,8.2,6.1
10825,1994,6,23,15.9,7.1,0.0,0,16.0,0,2.7,8.6,1016.2,15.4,48.0,20.0,12.2,10.7
10826,1994,6,22,16.5,7.4,0.0,6,6.0,0,6.0,14.4,1010.0,19.6,60.0,22.9,17.9,17.0
10827,1994,6,21,8.2,2.3,0.0,6,7.7,0,7.3,14.4,1012.2,19.3,64.0,22.9,10.9,5.9
10828,1994,6,20,12.9,4.7,0.0,0,12.9,0,4.7,11.1,1009.4,16.6,59.0,21.6,13.6,12.7
10829,1994,6,19,14.9,5.6,0.0,0,6.8,0,5.7,13.6,1003.5,18.6,63.0,23.3,13.0,11.4
10830,1994,6,18,13.4,3.1,4.4,6,0.0,0,8.0,12.0,1004.5,15.0,69.0,20.1,7.4,1.3
10831,1994,6,17,12.9,4.3,0.2,6,7.6,0,5.3,8.7,1008.3,12.4,61.0,15.5,6.5,5.0
10832,1994,6,16,12.3,5.2,1.9,6,0.3,0,7.0,11.2,1003.6,11.4,81.0,15.1,9.9,10.0
10833,1994,6,15,13.4,5.0,0.0,6,11.6,0,5.3,8.5,1009.5,14.6,53.0,18.2,10.8,10.2
10834,1994,6,14,10.8,3.9,0.0,0,9.3,0,3.3,12.6,1012.1,17.5,64.0,22.3,12.7,9.7
10835,1994,6,13,8.2,3.3,0.0,6,0.0,0,6.7,13.3,1018.0,13.7,86.0,15.7,11.4,10.6
10836,1994,6,12,9.3,2.6,0.0,0,12.2,0,3.7,9.7,1022.5,16.3,52.0,21.5,8.7,3.1
10837,1994,6,11,7.2,1.5,3.3,6,4.3,0,3.7,11.9,1018.9,13.6,76.0,19.1,8.8,2.9
10838,1994,6,10,12.9,2.3,0.1,6,4.9,0,5.0,10.3,1015.0,12.5,71.0,17.3,9.1,3.5
10839,1994,6,9,17.0,4.5,0.1,6,3.1,0,5.3,10.2,1014.7,11.4,76.0,17.9,9.1,8.9
10840,1994,6,8,9.3,2.6,0.5,6,9.0,0,5.3,14.0,1010.5,18.2,67.0,22.5,11.9,8.9
10841,1994,6,7,12.3,3.5,0.9,6,0.1,0,5.3,14.5,1011.6,15.4,81.0,19.0,11.3,6.8
10842,1994,6,6,10.8,4.5,0.0,0,11.4,0,5.3,9.0,1012.0,13.3,60.0,17.0,7.5,5.6
10843,1994,6,5,12.3,3.0,3.2,6,1.9,0,5.3,10.6,1002.9,11.2,78.0,14.7,9.1,4.4
10844,1994,6,4,16.5,4.8,2.2,6,6.1,0,4.0,11.4,1002.0,12.7,76.0,17.2,11.5,9.7
10845,1994,6,3,15.4,5.3,1.2,6,6.5,0,4.3,12.7,1003.9,17.3,63.0,20.8,14.7,13.6
10846,1994,6,2,22.1,3.7,6.0,6,2.3,0,7.0,15.3,1001.3,20.4,64.0,26.7,10.5,4.1
10847,1994,6,1,12.3,4.0,0.0,0,13.7,0,3.3,11.8,1012.3,16.8,63.0,21.3,10.2,8.6
10848,1994,5,31,11.3,4.7,0.2,6,4.4,0,5.3,8.7,1014.2,13.6,57.0,15.4,6.6,4.3
10849,1994,5,30,12.3,5.3,0.0,6,11.3,0,4.3,8.6,1015.8,11.9,62.0,15.5,6.2,4.6
10850,1994,5,29,9.8,2.5,0.4,6,2.2,0,6.7,10.0,1011.4,10.5,79.0,13.9,5.5,1.0
10851,1994,5,28,7.2,2.4,4.4,6,3.8,0,5.0,9.9,1011.2,10.4,76.0,13.4,6.6,3.0
10852,1994,5,27,8.7,3.5,0.3,6,2.0,0,5.7,9.2,1007.6,10.8,68.0,14.7,9.1,9.2
10853,1994,5,26,10.3,3.6,2.3,6,2.2,0,7.7,12.1,1003.1,14.4,74.0,17.6,11.8,11.5
10854,1994,5,25,6.7,2.1,0.2,6,0.5,0,7.7,14.8,1003.7,15.3,86.0,17.6,13.4,12.4
10855,1994,5,24,6.2,1.8,0.0,6,8.8,0,4.3,13.1,1005.8,16.2,72.0,20.5,10.0,5.0
10856,1994,5,23,6.2,1.9,6.4,6,0.7,0,7.3,13.9,1005.0,13.7,88.0,15.7,10.4,5.5
10857,1994,5,22,11.8,3.8,0.0,6,8.7,0,5.0,12.7,1006.5,15.3,74.0,20.4,10.4,10.2
10858,1994,5,21,10.8,2.6,5.4,6,6.6,0,6.3,9.6,1005.5,13.5,63.0,17.0,7.0,3.8
10859,1994,5,20,12.3,5.0,3.4,6,0.0,0,8.0,10.2,998.9,8.3,93.0,9.8,7.2,7.0
10860,1994,5,19,12.9,5.8,35.3,6,0.0,0,8.0,11.9,994.4,9.6,95.0,17.7,7.8,12.0
10861,1994,5,18,11.8,2.6,11.6,6,7.0,0,7.0,12.2,1000.0,18.2,58.0,21.9,10.3,4.3
10862,1994,5,17,13.4,3.7,0.0,0,5.2,0,6.0,13.6,1000.0,18.4,65.0,22.9,14.4,13.2
10863,1994,5,16,10.3,3.7,2.6,6,9.9,0,7.0,11.2,1003.5,18.0,57.0,23.6,12.3,9.5
10864,1994,5,15,17.5,5.5,0.0,6,5.1,0,4.7,11.2,1001.7,17.3,55.0,21.5,14.7,10.5
10865,1994,5,14,11.3,4.0,0.0,0,11.7,0,2.3,11.9,1005.3,19.2,55.0,24.3,10.8,7.3
10866,1994,5,13,9.8,3.3,0.0,6,8.1,0,2.3,12.0,1011.0,15.3,68.0,21.3,12.0,10.7
10867,1994,5,12,10.8,4.2,0.0,6,9.0,0,5.3,9.8,1008.1,15.1,58.0,18.1,8.3,4.0
10868,1994,5,11,10.8,3.9,0.0,0,13.3,0,1.7,9.5,1010.1,16.5,51.0,21.7,10.3,3.6
10869,1994,5,10,10.3,3.1,0.0,0,6.6,0,3.7,8.9,1009.7,14.1,54.0,19.4,10.8,6.6
10870,1994,5,9,8.2,2.5,0.0,0,14.5,0,1.0,8.7,1008.9,17.2,45.0,22.3,8.0,1.7
10871,1994,5,8,13.4,4.7,0.0,0,14.8,0,0.3,6.9,1010.3,15.4,40.0,20.6,8.1,4.5
10872,1994,5,7,9.3,3.1,0.0,0,11.2,0,2.3,7.7,1014.6,14.4,48.0,19.3,8.0,3.0
10873,1994,5,6,7.2,1.6,0.0,0,8.7,0,2.3,9.7,1014.7,11.7,70.0,15.9,5.4,0.3
10874,1994,5,5,10.3,4.2,2.0,6,1.2,0,7.0,10.7,1008.7,11.0,80.0,14.7,9.5,9.4
10875,1994,5,4,10.8,4.0,1.3,6,8.4,0,7.0,8.2,1006.4,13.3,55.0,18.7,4.8,1.7
10876,1994,5,3,10.3,4.1,0.0,0,14.5,0,0.7,6.7,1016.9,11.5,49.0,17.0,4.4,-0.3
10877,1994,5,2,8.2,2.4,0.0,0,14.5,0,1.0,6.9,1021.1,10.7,54.0,15.0,3.8,-2.2
10878,1994,5,1,15.4,5.9,0.2,6,0.0,0,7.3,7.9,1017.6,8.5,71.0,13.7,7.0,6.9
10879,1994,4,30,14.9,4.5,0.0,6,7.5,0,5.3,11.6,1012.3,16.4,58.0,23.5,11.3,5.9
10880,1994,4,29,7.2,1.7,0.0,0,5.5,0,4.7,13.5,1022.5,16.4,70.0,20.3,12.7,6.4
10881,1994,4,28,6.7,1.7,0.0,0,4.0,0,6.7,13.5,1023.9,16.2,74.0,20.7,11.4,4.0
10882,1994,4,27,8.2,1.6,0.0,0,6.4,0,3.7,11.8,1020.3,14.8,70.0,19.4,11.8,9.6
10883,1994,4,26,10.8,3.6,0.2,6,7.1,0,4.3,8.6,1014.5,14.0,56.0,17.8,9.0,2.2
10884,1994,4,25,9.3,3.1,0.0,0,13.8,0,0.7,8.5,1004.7,15.6,48.0,19.9,8.2,3.3
10885,1994,4,24,11.3,3.7,0.0,0,13.0,0,0.7,8.6,1005.9,15.9,47.0,21.5,9.0,5.0
10886,1994,4,23,8.7,2.6,0.0,0,12.3,0,0.7,9.5,1006.9,15.7,53.0,20.8,7.4,0.5
10887,1994,4,22,4.1,1.1,0.0,0,8.6,0,1.7,8.7,1007.4,13.2,57.0,19.2,7.2,0.3
10888,1994,4,21,6.2,1.4,0.0,6,8.9,0,3.7,7.6,1003.3,14.2,50.0,18.2,5.0,-0.6
10889,1994,4,20,8.7,2.4,0.0,0,12.7,0,0.3,5.9,1003.0,10.4,49.0,15.4,1.2,-4.7
10890,1994,4,19,8.2,1.6,0.0,0,11.0,0,3.7,4.9,1004.3,7.9,47.0,11.6,-1.0,-7.9
10891,1994,4,18,11.3,4.2,0.0,0,8.2,0,2.3,5.0,1006.0,4.9,57.0,9.9,3.0,1.0
10892,1994,4,17,11.3,4.6,0.0,0,2.6,0,4.7,7.6,1004.4,7.7,71.0,12.3,3.9,2.6
10893,1994,4,16,10.3,4.3,0.0,0,4.4,0,7.0,8.2,1015.8,8.6,73.0,12.5,4.9,0.6
10894,1994,4,15,6.7,2.0,0.0,0,7.7,0,3.7,5.9,1013.0,7.5,57.0,11.8,2.2,-2.6
10895,1994,4,14,12.9,5.2,3.0,6,0.0,0,8.0,7.6,1001.6,6.3,81.0,8.9,5.4,5.2
10896,1994,4,13,14.4,2.8,0.7,6,3.9,0,6.7,8.3,995.5,8.8,74.0,11.0,6.1,5.2
10897,1994,4,12,13.9,5.3,31.6,6,0.0,0,7.7,11.3,1002.1,11.5,84.0,14.7,8.1,6.5
10898,1994,4,11,10.3,3.1,7.6,6,2.3,0,7.3,9.6,1007.6,8.7,87.0,12.9,3.0,1.5
10899,1994,4,10,11.8,2.1,5.2,6,0.0,0,7.3,8.4,997.6,6.2,87.0,9.1,1.9,-1.6
10900,1994,4,9,16.5,4.2,1.4,6,4.8,0,6.0,7.4,991.8,6.1,79.0,10.7,2.4,0.0
10901,1994,4,8,12.3,2.1,0.0,6,5.6,0,5.3,6.3,1000.5,7.3,63.0,12.3,0.3,-5.8
10902,1994,4,7,11.3,2.5,0.0,0,6.7,0,2.7,6.1,997.6,5.6,66.0,9.9,1.2,-4.1
10903,1994,4,6,7.2,2.3,0.0,6,7.2,0,3.3,5.4,1003.8,4.9,63.0,10.1,0.6,-3.2
10904,1994,4,5,22.1,6.1,0.0,8,7.2,0,2.7,6.0,1004.5,5.1,68.0,9.0,2.0,1.4
10905,1994,4,4,18.5,6.3,5.3,8,3.3,0,7.3,6.4,997.4,6.2,69.0,9.8,1.3,-1.1
10906,1994,4,3,10.8,4.3,0.0,0,9.2,0,1.7,6.3,1009.5,5.8,69.0,10.0,1.3,0.1
10907,1994,4,2,13.4,4.8,0.0,6,3.9,0,4.0,7.2,996.8,6.6,72.0,10.0,5.4,3.9
10908,1994,4,1,21.6,5.9,5.3,6,1.3,0,6.7,9.5,987.9,9.8,79.0,17.4,5.0,1.4
10909,1994,3,31,18.0,4.7,4.0,6,5.0,0,4.7,9.7,1000.4,9.8,76.0,20.7,6.0,5.2
10910,1994,3,30,8.7,2.8,0.0,0,8.5,0,4.7,9.0,1013.1,11.7,68.0,16.7,4.5,-0.6
10911,1994,3,29,15.4,5.5,0.3,6,0.8,0,7.3,10.5,1010.7,10.6,82.0,15.4,5.8,3.7
10912,1994,3,28,10.8,3.9,1.2,6,7.7,0,5.7,5.1,1013.8,6.2,57.0,10.9,-0.2,-5.3
10913,1994,3,27,13.4,4.9,0.0,6,6.2,0,3.7,5.4,1015.8,5.2,63.0,9.3,1.6,0.8
10914,1994,3,26,18.0,7.9,3.3,8,5.5,0,5.7,6.9,1000.7,4.8,79.0,9.9,3.7,2.3
10915,1994,3,25,17.0,7.3,15.2,6,0.0,0,7.0,9.1,994.4,9.0,80.0,10.7,5.7,3.7
10916,1994,3,24,26.2,10.1,0.0,6,7.6,0,4.3,6.9,1001.0,8.5,61.0,13.1,7.0,7.8
10917,1994,3,23,16.5,6.7,4.2,6,0.0,0,7.7,10.5,1006.4,11.1,82.0,12.5,4.1,2.5
10918,1994,3,22,14.4,4.0,0.7,6,5.0,0,6.0,6.5,1016.9,4.3,78.0,8.4,-1.4,-5.4
10919,1994,3,21,7.7,2.2,0.8,8,0.5,0,7.0,6.2,1011.1,1.7,89.0,3.7,0.5,-1.2
10920,1994,3,20,20.1,5.7,1.2,8,1.9,0,5.7,5.3,1003.2,2.3,73.0,5.3,1.2,0.2
10921,1994,3,19,24.7,8.2,4.5,8,4.5,0,5.3,6.7,990.6,5.0,73.0,8.1,0.6,-0.1
10922,1994,3,18,17.0,4.4,18.5,8,1.3,0,6.7,6.5,1003.5,2.5,88.0,5.0,0.6,0.4
10923,1994,3,17,22.1,9.0,1.7,8,3.3,0,7.0,5.8,997.4,3.0,77.0,6.0,0.4,0.0
10924,1994,3,16,18.5,7.1,3.8,8,3.1,0,5.7,6.7,1000.5,3.8,83.0,7.8,2.5,1.0
10925,1994,3,15,14.9,5.7,2.3,6,1.0,0,7.3,7.9,1001.9,5.6,86.0,8.5,5.0,5.7
10926,1994,3,14,25.7,10.8,5.8,6,1.1,0,7.3,8.3,1000.5,6.7,86.0,10.2,3.1,2.8
10927,1994,3,13,24.7,8.5,8.3,8,0.0,0,7.7,7.2,991.1,5.7,76.0,8.7,2.9,0.8
10928,1994,3,12,10.3,3.3,0.6,6,0.0,0,7.3,8.0,1007.8,6.6,79.0,9.8,4.3,0.0
10929,1994,3,11,10.3,3.2,0.0,0,8.9,0,2.7,5.8,1018.5,6.6,63.0,11.8,0.2,-5.3
10930,1994,3,10,17.0,6.2,0.5,6,3.7,0,3.7,6.9,1019.4,7.3,65.0,12.5,5.2,7.4
10931,1994,3,9,9.8,3.9,0.0,6,0.1,0,7.0,11.1,1012.0,12.7,76.0,14.4,10.7,9.7
10932,1994,3,8,8.2,3.6,0.0,6,0.0,0,8.0,10.8,1011.3,10.4,87.0,12.2,6.4,4.3
10933,1994,3,7,14.9,7.0,4.0,6,0.0,0,5.7,8.9,1007.1,7.0,90.0,8.2,5.0,4.2
10934,1994,3,6,14.4,5.8,1.4,6,3.5,0,6.7,6.7,1013.0,6.7,69.0,8.0,3.1,-0.9
10935,1994,3,5,10.3,4.0,4.8,6,5.2,0,6.0,5.6,1015.8,5.5,65.0,10.9,-0.6,-6.3
10936,1994,3,4,18.0,5.5,0.2,6,5.6,0,4.3,6.7,1018.2,4.7,77.0,8.6,3.0,1.3
10937,1994,3,3,17.5,5.2,1.3,6,1.1,0,7.3,7.2,1010.8,5.0,83.0,7.7,3.4,2.7
10938,1994,3,2,7.2,2.0,3.6,6,0.0,0,8.0,7.0,1010.7,2.6,97.0,3.7,-0.2,-0.2
10939,1994,3,1,10.8,3.4,3.1,8,0.0,0,8.0,6.1,1009.4,0.5,96.0,2.7,-0.1,-0.6
10940,1994,2,28,10.3,3.8,0.7,6,2.0,0,7.3,7.6,1002.6,5.3,79.0,10.7,2.5,-2.2
10941,1994,2,27,5.7,1.8,0.0,0,1.1,0,7.3,7.6,1000.0,7.5,77.0,11.9,-0.2,-1.8
10942,1994,2,26,9.3,3.4,0.0,0,0.1,2,7.3,5.7,1009.5,0.8,90.0,3.0,-4.9,-10.7
10943,1994,2,25,3.6,1.1,0.0,7,0.1,3,5.0,4.9,1010.5,-1.5,88.0,1.5,-2.8,-2.5
10944,1994,2,24,6.7,2.2,0.5,7,2.5,3,5.3,4.1,1000.3,-3.3,87.0,-0.7,-10.8,-16.8
10945,1994,2,23,8.7,3.1,0.0,0,3.6,5,3.7,4.1,1001.9,-4.6,91.0,-1.0,-6.0,-8.2
10946,1994,2,22,5.7,2.2,3.5,7,4.3,0,7.7,3.8,1006.9,-1.3,70.0,0.6,-4.0,-4.0
10947,1994,2,21,11.3,3.6,0.0,7,4.4,0,7.3,4.6,1008.7,-0.7,79.0,1.9,-4.1,-5.8
10948,1994,2,20,10.8,3.9,0.0,0,3.9,2,4.3,3.4,1008.5,-3.3,72.0,-0.1,-6.3,-9.6
10949,1994,2,19,8.7,2.9,0.6,7,0.0,0,7.0,3.4,1016.8,-4.6,77.0,-2.7,-6.1,-8.9
10950,1994,2,18,7.7,1.6,0.0,0,8.4,0,3.3,2.9,1018.5,-3.6,63.0,-1.0,-5.1,-10.4
10951,1994,2,17,6.2,2.4,0.0,7,7.8,0,3.7,2.6,1017.9,-3.8,58.0,-0.3,-6.9,-10.6
10952,1994,2,16,9.3,3.9,0.0,0,9.5,0,0.3,2.6,1025.6,-3.4,58.0,0.7,-8.7,-11.0
10953,1994,2,15,12.9,5.4,0.0,0,9.5,0,0.0,2.9,1028.0,-5.0,70.0,-0.8,-9.4,-11.1
10954,1994,2,14,14.9,6.4,0.0,0,9.4,0,0.0,1.6,1032.2,-7.3,47.0,-2.8,-12.1,-12.9
10955,1994,2,13,16.5,6.5,0.0,0,8.0,1,2.0,1.8,1029.7,-10.7,66.0,-5.7,-12.7,-12.5
10956,1994,2,12,11.8,4.6,0.2,7,0.0,1,8.0,4.8,1024.7,-2.8,88.0,1.8,-5.7,-0.2
10957,1994,2,11,8.2,3.3,0.6,8,1.7,0,7.3,5.9,1017.9,2.0,83.0,4.1,1.2,0.1
10958,1994,2,10,6.7,2.3,0.0,6,1.4,0,7.3,6.6,1007.9,3.4,84.0,6.5,2.1,0.2
10959,1994,2,9,9.8,3.2,0.1,6,2.5,0,6.7,6.4,1016.0,4.0,80.0,6.1,1.5,-0.4
10960,1994,2,8,5.7,1.2,0.0,6,0.0,0,7.7,5.3,1014.5,2.1,75.0,2.7,1.3,0.4
10961,1994,2,7,3.6,0.9,0.0,6,0.0,0,8.0,6.2,1009.9,2.5,84.0,3.4,1.9,1.1
10962,1994,2,6,7.2,1.5,0.0,0,0.0,0,8.0,5.8,1008.1,2.0,84.0,2.7,0.3,0.3
10963,1994,2,5,11.8,4.9,0.0,0,2.3,0,7.3,4.9,1007.9,1.1,74.0,2.7,-0.4,-0.8
10964,1994,2,4,11.3,4.5,0.0,0,0.8,0,6.7,5.0,1004.5,1.4,74.0,3.5,-1.4,-4.8
10965,1994,2,3,7.2,2.9,0.0,0,3.2,0,5.0,5.4,1002.6,1.4,79.0,4.0,0.4,-1.1
10966,1994,2,2,17.0,7.0,0.0,0,3.6,0,4.0,5.9,1005.3,4.5,68.0,6.6,1.8,-0.2
10967,1994,2,1,10.3,4.2,0.0,6,0.1,0,7.7,6.1,1011.1,4.1,74.0,6.1,3.0,3.4
10968,1994,1,31,18.0,8.4,0.2,6,1.7,0,5.0,6.4,1008.8,4.3,77.0,5.6,2.6,1.6
10969,1994,1,30,20.6,6.6,7.9,6,0.0,0,5.7,7.6,1006.5,4.5,90.0,7.4,0.6,0.2
10970,1994,1,29,18.0,7.1,2.1,8,0.0,0,7.3,6.0,1018.4,2.6,82.0,4.0,0.6,1.0
10971,1994,1,28,27.3,10.5,2.3,8,0.7,0,7.0,6.1,994.4,3.1,79.0,8.2,1.8,2.0
10972,1994,1,27,19.0,7.2,21.9,6,0.0,0,8.0,7.7,997.2,5.4,85.0,8.7,3.0,2.1
10973,1994,1,26,20.6,7.2,1.0,6,1.7,0,5.7,6.9,996.5,4.2,82.0,7.8,2.7,3.7
10974,1994,1,25,18.5,6.3,14.6,8,0.0,0,5.0,7.1,997.4,5.2,85.0,9.3,2.1,0.8
10975,1994,1,24,20.6,9.0,1.9,8,1.7,0,7.0,5.9,1004.4,3.6,74.0,4.7,0.9,1.5
10976,1994,1,23,20.6,7.4,11.3,6,0.0,0,6.0,7.8,1005.4,4.6,87.0,8.3,3.2,2.9
10977,1994,1,22,11.3,5.4,0.4,6,0.0,0,8.0,7.8,1017.6,5.4,89.0,6.4,2.5,2.1
10978,1994,1,21,10.8,5.1,0.3,6,0.0,0,8.0,5.9,1019.7,2.8,81.0,3.6,0.1,-0.1
10979,1994,1,20,8.2,4.0,0.4,8,0.0,0,8.0,6.1,1019.1,1.5,89.0,2.0,0.7,1.0
10980,1994,1,19,10.8,4.1,1.0,8,0.0,3,8.0,5.7,1015.3,2.1,80.0,3.1,1.3,0.5
10981,1994,1,18,11.3,5.6,1.5,7,0.0,0,7.7,5.1,1017.9,0.0,86.0,1.9,-3.6,-5.2
10982,1994,1,17,8.2,3.5,0.0,7,4.3,0,3.7,3.7,1013.4,-2.0,69.0,-0.2,-2.9,-3.1
10983,1994,1,16,8.2,3.2,0.2,8,0.6,0,6.3,5.8,1000.9,0.7,85.0,4.0,-2.8,1.0
10984,1994,1,15,12.9,5.3,1.7,8,0.4,0,7.0,7.2,1001.4,4.4,84.0,6.6,2.4,2.2
10985,1994,1,14,13.9,6.2,0.1,6,1.2,0,4.7,6.9,1003.2,6.4,71.0,8.5,5.3,3.0
10986,1994,1,13,14.9,6.5,1.6,6,2.3,0,3.3,8.7,1001.9,8.8,74.0,11.1,6.5,5.1
10987,1994,1,12,14.9,4.4,6.2,6,0.2,0,7.0,7.9,1004.4,6.2,85.0,7.5,2.7,1.8
10988,1994,1,11,8.2,2.8,0.0,6,0.0,0,8.0,7.1,1001.2,2.4,98.0,3.0,1.7,1.6
10989,1994,1,10,8.2,3.4,0.2,6,0.0,0,8.0,7.0,1001.0,2.2,98.0,3.7,1.7,2.2
10990,1994,1,9,7.2,2.6,1.6,6,0.0,0,8.0,6.3,1009.0,1.4,95.0,2.4,-2.4,-6.3
10991,1994,1,8,8.2,2.7,0.0,0,1.2,0,4.3,6.8,1006.9,3.5,83.0,6.7,1.4,0.1
10992,1994,1,7,7.2,2.2,0.0,6,0.0,0,7.0,7.3,991.5,5.1,83.0,7.9,3.0,1.0
10993,1994,1,6,9.3,3.7,0.9,6,0.0,0,7.0,7.7,987.0,5.4,82.0,7.8,4.0,3.6
10994,1994,1,5,10.8,4.6,6.0,6,1.3,0,7.0,7.3,988.9,5.6,80.0,6.4,3.8,1.3
10995,1994,1,4,9.8,3.9,0.2,6,5.7,0,4.7,7.4,993.2,4.9,83.0,7.5,1.5,0.9
10996,1994,1,3,12.9,3.9,2.2,8,0.0,0,7.7,6.1,997.6,1.5,90.0,2.9,0.5,0.3
10997,1994,1,2,9.8,3.4,2.1,8,0.5,0,7.0,5.7,995.5,0.4,91.0,2.7,-1.0,-3.7
10998,1994,1,1,13.9,5.7,0.0,6,1.2,0,6.7,6.6,1002.4,3.2,85.0,6.6,2.6,2.4
10999,1993,12,31,17.0,5.4,10.6,6,1.7,0,7.3,8.5,994.6,6.5,86.0,9.4,5.3,4.7
11000,1993,12,30,13.9,5.1,3.8,6,2.5,0,7.7,7.4,1001.5,5.0,88.0,6.2,-1.3,-3.2
11001,1993,12,29,7.7,3.7,2.5,8,5.1,0,2.7,4.9,1009.2,-1.1,86.0,1.6,-3.7,-5.4
11002,1993,12,28,6.7,2.7,0.0,0,4.0,1,5.0,5.3,1008.4,-0.8,90.0,1.3,-1.8,-2.3
11003,1993,12,27,6.2,1.9,0.0,8,0.0,2,7.7,6.0,1004.3,0.9,92.0,1.3,0.5,0.3
11004,1993,12,26,6.7,2.8,1.7,7,0.0,3,8.0,6.3,991.4,0.7,98.0,1.0,0.3,0.1
11005,1993,12,25,5.7,1.7,7.9,8,0.0,0,8.0,6.3,983.9,0.8,97.0,2.4,0.3,0.7
11006,1993,12,24,6.7,2.8,4.5,8,0.0,1,8.0,6.9,987.4,2.4,94.0,3.2,0.5,-1.0
11007,1993,12,23,18.5,6.4,3.0,8,1.4,0,7.7,6.5,993.3,3.0,83.0,4.5,1.7,1.6
11008,1993,12,22,14.4,5.4,7.2,8,0.3,1,6.3,6.2,995.2,1.8,90.0,2.5,0.1,-0.6
11009,1993,12,21,7.7,2.4,1.8,8,0.1,0,7.3,6.3,991.4,1.4,91.0,2.9,0.5,1.1
11010,1993,12,20,21.1,6.8,2.7,8,0.0,0,7.7,6.5,996.3,3.3,83.0,11.7,2.6,4.0
11011,1993,12,19,22.6,8.9,6.5,6,0.0,0,7.3,10.3,994.6,10.5,83.0,13.1,6.4,4.4
11012,1993,12,18,11.8,4.1,0.0,6,0.0,0,5.7,7.8,1012.9,5.4,90.0,7.2,1.3,-1.1
11013,1993,12,17,18.0,9.0,0.1,6,0.3,0,7.0,6.1,998.7,5.2,69.0,6.0,3.9,3.0
11014,1993,12,16,17.0,7.1,3.0,6,1.1,0,7.3,6.6,984.2,5.5,73.0,6.7,3.6,1.3
11015,1993,12,15,11.8,4.3,1.1,8,0.0,0,7.3,6.2,988.7,3.2,83.0,4.3,-0.6,-5.3
11016,1993,12,14,9.3,3.9,1.3,8,0.0,0,7.3,6.9,995.8,2.2,91.0,7.4,-0.3,3.9
11017,1993,12,13,9.8,4.1,13.0,8,0.0,0,8.0,7.5,990.4,4.5,94.0,7.3,0.5,0.3
11018,1993,12,12,14.4,7.1,0.2,6,0.0,0,6.7,6.8,1003.5,4.0,84.0,5.1,2.5,1.8
11019,1993,12,11,18.5,7.8,0.8,6,0.8,0,7.0,6.1,992.7,4.3,73.0,6.9,3.5,2.4
11020,1993,12,10,27.8,6.6,3.0,6,1.2,0,6.3,7.8,999.5,5.9,85.0,7.2,3.7,1.5
11021,1993,12,9,28.8,10.3,10.2,6,0.0,0,7.7,8.0,983.7,7.1,78.0,9.5,3.1,2.4
11022,1993,12,8,11.8,5.7,9.2,6,0.1,0,7.7,6.5,994.3,3.4,83.0,4.3,1.7,1.3
11023,1993,12,7,12.3,5.4,4.4,8,1.1,0,6.0,6.4,1001.7,2.6,85.0,6.0,1.7,1.1
11024,1993,12,6,10.8,5.0,0.0,0,0.0,0,7.3,8.2,1016.5,6.6,82.0,7.9,6.0,5.4
11025,1993,12,5,15.4,6.3,0.0,0,1.9,0,5.3,7.2,1015.7,5.7,79.0,10.0,3.9,1.9
