,year,month,day,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
0,2024,2,11,10.1,4.3,9.7,6,0.0,0,7.9,10.3,985.3,8.1,95.0,9.4,6.5,5.9
1,2024,2,10,8.2,2.5,1.3,6,0.0,0,8.0,11.2,985.61,9.9,92.13,14.0,6.7,4.6
2,2024,2,9,9.8,3.5,6.8,6,0.0,0,7.8,7.7,986.3,3.6,95.92,7.9,0.6,-0.1
3,2024,2,8,7.0,2.0,3.9,8,0.0,0,7.7,6.1,996.13,1.1,91.33,4.1,-2.0,-4.8
4,2024,2,7,15.2,5.7,0.0,6,0.0,0,7.8,6.5,995.8,4.6,76.08,9.2,-0.5,-4.2
5,2024,2,6,18.2,8.2,9.6,6,0.0,0,7.8,9.1,998.5,10.4,71.75,11.9,8.7,7.5
6,2024,2,5,19.8,8.3,2.4,6,0.0,0,7.5,10.0,1003.47,10.0,81.83,10.6,6.9,6.3
7,2024,2,4,16.1,6.6,11.3,6,0.0,0,7.5,8.0,1008.4,7.6,76.83,8.8,5.9,4.1
8,2024,2,3,14.3,6.6,2.6,6,0.0,0,7.6,10.4,1011.78,9.7,86.58,11.0,7.8,5.8
9,2024,2,2,14.0,5.8,0.0,6,0.0,0,7.8,7.5,1016.73,6.4,77.71,8.7,4.3,2.6
10,2024,2,1,16.5,6.5,0.1,6,0.0,0,6.0,6.9,1017.19,6.4,72.33,8.7,4.4,2.6
11,2024,1,31,12.2,5.0,1.5,6,0.0,0,7.8,6.8,1023.16,6.0,72.29,8.9,4.6,3.9
12,2024,1,30,7.4,2.4,0.0,6,0.0,0,8.0,6.1,1022.52,5.2,68.54,8.5,0.9,-1.5
13,2024,1,29,8.6,2.9,0.0,0,0.0,0,6.8,5.1,1023.89,4.2,63.25,9.8,0.2,-2.2
14,2024,1,28,7.2,2.6,0.0,0,0.0,0,2.8,5.8,1028.77,2.9,77.33,7.8,-1.6,-4.4
15,2024,1,27,13.9,5.7,0.0,0,0.0,0,6.4,6.7,1025.52,5.2,75.46,7.1,2.8,0.7
16,2024,1,26,17.9,4.8,4.0,6,0.0,0,6.5,7.6,1014.98,5.2,84.58,9.7,0.6,-2.5
17,2024,1,25,21.1,8.5,0.0,6,0.0,0,7.1,7.3,1015.46,7.4,70.42,8.7,2.8,-1.2
18,2024,1,24,22.7,9.0,3.8,4,0.0,0,7.3,8.9,1004.8,9.1,77.54,11.5,4.6,3.5
19,2024,1,23,16.6,5.5,5.5,4,0.0,0,7.2,7.1,1012.15,6.1,75.46,8.1,3.9,2.1
20,2024,1,22,15.3,5.9,2.8,6,0.0,1,7.0,7.6,1004.61,6.9,75.5,10.3,2.4,1.0
21,2024,1,21,11.3,3.7,0.0,6,0.0,2,7.3,3.6,1018.94,-0.3,60.71,3.3,-4.7,-7.1
22,2024,1,20,13.8,5.0,0.0,0,0.0,3,5.5,4.8,1019.43,0.8,74.88,3.4,-3.7,-6.4
23,2024,1,19,12.2,4.7,0.0,8,0.0,3,2.3,4.5,1008.7,-0.6,77.08,2.1,-4.7,-7.1
24,2024,1,18,5.9,2.8,0.0,0,0.0,3,5.1,4.4,991.6,-2.0,83.75,-0.6,-4.6,-8.1
25,2024,1,17,6.7,2.8,0.8,8,0.0,4,5.8,4.3,989.85,-2.3,82.83,-0.5,-5.2,-8.6
26,2024,1,16,9.0,2.7,0.2,8,0.0,4,7.5,4.9,999.12,-0.8,85.83,1.1,-3.5,-6.9
27,2024,1,15,15.7,6.6,3.4,8,0.0,0,7.8,5.5,988.25,1.5,80.83,3.2,-1.1,-2.4
28,2024,1,14,12.1,6.0,0.5,4,0.0,0,7.7,6.3,996.13,2.6,86.17,3.5,1.9,0.5
29,2024,1,13,14.7,5.7,2.1,4,0.0,0,7.5,6.5,1008.95,2.2,90.63,3.2,1.5,0.8
30,2024,1,12,8.6,3.7,0.2,8,0.0,0,7.9,5.8,1021.94,0.1,94.25,1.6,-1.0,-1.1
31,2024,1,11,7.0,3.0,0.0,6,0.0,0,6.8,4.8,1024.15,-3.0,94.75,0.7,-8.7,-11.4
32,2024,1,10,4.6,1.8,0.0,0,0.0,0,0.0,2.7,1027.77,-6.1,71.54,-0.9,-9.8,-13.1
33,2024,1,9,5.3,2.6,0.0,0,0.0,0,0.0,2.5,1031.51,-7.7,74.0,-3.8,-11.1,-13.1
34,2024,1,8,11.2,4.9,0.0,0,0.0,0,0.3,2.5,1027.55,-6.8,68.58,-4.4,-8.3,-10.0
35,2024,1,7,15.6,5.4,0.0,7,0.0,0,7.3,3.7,1017.15,-2.3,70.83,-0.4,-7.7,-8.7
36,2024,1,6,12.0,5.3,0.0,8,0.0,0,8.0,5.3,1005.6,-0.3,88.63,0.8,-1.6,-1.7
37,2024,1,5,9.1,3.9,4.7,8,0.0,0,7.8,5.9,999.78,0.5,92.04,1.0,-0.2,-0.5
38,2024,1,4,16.8,5.5,2.0,8,0.0,0,7.7,7.1,992.11,4.3,83.58,9.1,0.3,-0.7
39,2024,1,3,15.4,5.0,1.1,6,0.0,0,7.3,9.5,983.95,9.8,78.71,11.6,8.4,7.3
40,2024,1,2,8.2,3.6,12.2,6,0.0,0,7.7,8.1,993.18,5.1,92.04,8.4,2.8,1.2
41,2024,1,1,7.5,3.2,0.9,6,0.0,0,7.8,7.8,999.41,6.6,80.38,8.3,4.9,2.2
42,2023,12,31,9.8,3.3,0.1,6,0.0,0,7.8,7.8,1001.3,6.3,81.54,8.1,3.9,0.8
43,2023,12,30,12.6,4.1,0.0,0,0.0,0,6.9,7.7,1004.69,6.7,78.79,8.1,4.8,1.2
44,2023,12,29,15.9,5.8,3.8,6,0.0,0,7.8,8.7,1001.01,9.7,72.54,11.4,7.3,6.3
45,2023,12,28,13.1,4.9,0.0,0,0.0,0,7.3,7.8,1005.56,8.6,70.25,10.7,4.1,2.4
46,2023,12,27,10.3,3.8,0.1,6,0.0,0,5.8,6.7,1013.38,4.3,80.88,5.5,2.9,1.5
47,2023,12,26,16.8,6.4,1.2,6,0.0,0,6.5,9.1,1001.64,8.6,80.83,9.8,5.3,3.7
48,2023,12,25,17.3,6.7,17.9,6,0.0,0,7.6,9.9,995.79,10.3,79.42,11.6,9.0,7.9
49,2023,12,24,19.6,4.9,13.6,6,0.0,0,7.5,9.8,993.14,6.9,95.25,12.4,0.4,-0.1
50,2023,12,23,15.5,5.8,10.1,8,0.0,1,7.0,6.1,994.15,1.9,87.63,2.8,0.7,-0.3
51,2023,12,22,20.8,9.4,4.2,8,0.0,0,6.7,6.0,983.83,3.6,75.67,5.1,0.1,-1.3
52,2023,12,21,19.6,7.6,9.6,6,0.0,0,7.1,8.9,982.91,7.2,87.38,9.9,4.1,3.7
53,2023,12,20,13.6,5.1,7.6,6,0.0,0,7.5,7.9,1001.35,5.6,86.67,6.7,4.0,3.2
54,2023,12,19,8.9,3.8,0.0,6,0.0,0,7.8,8.2,1010.35,6.4,85.75,7.0,5.2,4.7
55,2023,12,18,13.0,4.3,0.0,6,0.0,0,7.0,7.9,1021.4,6.4,82.0,7.9,4.2,2.8
56,2023,12,17,12.1,4.4,0.0,0,0.0,0,6.7,8.9,1026.27,8.1,82.33,10.0,4.8,3.3
57,2023,12,16,11.6,4.7,0.0,6,0.0,0,7.6,8.6,1028.92,7.8,81.83,8.9,6.2,5.0
58,2023,12,15,7.0,2.7,0.0,6,0.0,0,7.6,7.5,1024.94,3.7,92.83,6.6,0.7,-1.1
59,2023,12,14,6.6,2.8,0.0,6,0.0,0,7.8,7.0,1009.28,3.1,91.13,4.0,1.7,0.4
60,2023,12,13,7.0,3.3,7.4,6,0.0,0,8.0,8.3,994.99,4.6,97.04,5.5,3.2,2.7
61,2023,12,12,8.8,2.9,1.4,6,0.0,0,7.9,8.6,1000.15,6.1,91.13,8.2,3.0,1.0
62,2023,12,11,11.1,4.5,14.6,6,0.0,0,7.7,9.7,992.25,8.0,90.42,9.3,5.9,5.1
63,2023,12,10,10.4,4.0,8.7,6,0.0,0,7.6,8.3,996.48,5.6,90.5,7.8,2.2,0.3
64,2023,12,9,9.1,3.0,4.2,6,0.0,0,7.4,7.0,1003.6,3.1,92.29,5.8,1.2,0.6
65,2023,12,8,9.3,3.6,0.3,8,0.0,0,7.8,6.0,1008.29,1.1,91.17,1.5,0.7,-0.3
66,2023,12,7,4.5,1.8,0.0,6,0.0,2,8.0,6.3,1013.68,1.3,94.25,1.9,0.7,0.1
67,2023,12,6,6.1,2.7,1.7,8,0.0,3,7.7,6.1,1006.67,0.7,95.08,1.5,-0.1,-0.6
68,2023,12,5,9.9,4.5,1.6,8,0.0,3,7.8,4.7,1004.15,-1.2,83.67,0.1,-3.1,-4.8
69,2023,12,4,7.9,3.3,0.0,0,0.0,3,7.3,4.2,1011.29,-2.7,83.5,-0.7,-5.5,-10.7
70,2023,12,3,6.9,3.3,0.0,7,0.0,3,7.5,4.5,1014.69,-2.2,86.54,-1.4,-5.9,-12.0
71,2023,12,2,7.5,3.4,0.1,8,0.0,3,7.9,4.0,1005.37,-4.4,90.79,-1.5,-6.9,-7.1
72,2023,12,1,5.2,1.9,0.0,7,0.0,3,5.4,3.8,1000.95,-5.0,89.25,0.3,-8.5,-14.1
73,2023,11,30,8.7,1.8,0.0,0,0.0,4,6.0,4.3,997.84,-3.0,87.29,2.1,-8.1,-12.6
74,2023,11,29,9.7,4.0,2.3,8,0.0,2,7.7,5.0,995.96,-1.1,87.92,1.0,-4.0,-5.4
75,2023,11,28,9.6,4.1,0.0,8,0.0,2,5.7,4.6,995.57,-1.7,84.13,-0.5,-4.6,-10.6
76,2023,11,27,10.1,3.3,1.6,8,0.0,0,7.7,5.5,999.56,0.1,88.67,2.1,-2.6,-3.5
77,2023,11,26,8.0,2.8,0.0,0,0.0,0,7.0,4.8,1005.92,0.0,78.38,1.4,-2.4,-3.8
78,2023,11,25,10.0,4.8,0.1,8,0.0,0,6.2,5.8,998.19,1.3,86.42,3.1,0.0,-1.7
79,2023,11,24,18.9,7.1,2.2,8,0.0,0,6.5,6.6,992.42,4.3,79.21,7.7,0.4,-0.6
80,2023,11,23,17.9,7.3,4.3,6,0.0,0,7.8,8.7,1003.86,7.2,83.04,11.4,0.9,0.7
81,2023,11,22,8.7,2.9,0.0,8,0.0,0,4.6,4.4,1021.72,-0.2,72.38,2.5,-3.5,-6.0
82,2023,11,21,9.5,4.6,0.1,6,0.0,0,7.7,6.9,1010.32,3.5,85.92,8.3,-0.5,-2.7
83,2023,11,20,8.9,2.8,8.9,6,0.0,0,7.8,11.4,1000.19,9.7,94.5,10.9,8.3,7.9
84,2023,11,19,11.2,4.1,10.1,6,0.0,0,7.5,9.6,1001.91,8.1,87.75,12.3,4.0,3.2
85,2023,11,18,8.2,3.4,7.0,6,0.0,0,7.4,7.3,1017.2,4.6,85.58,6.1,3.9,1.6
86,2023,11,17,11.5,5.5,0.1,6,0.0,0,7.7,7.0,1009.19,4.2,85.0,5.6,2.1,0.8
87,2023,11,16,11.5,3.7,0.4,6,0.0,0,7.0,8.1,1005.33,6.6,82.67,9.8,2.0,0.5
88,2023,11,15,13.7,4.3,3.7,6,0.0,0,7.8,9.2,1003.08,7.8,86.33,9.7,4.0,2.0
89,2023,11,14,16.4,5.4,3.6,6,0.0,0,6.5,10.3,993.32,11.1,78.21,13.5,8.7,7.4
90,2023,11,13,9.0,3.1,5.5,6,0.0,0,7.3,8.3,999.78,7.2,81.04,9.2,4.9,3.7
91,2023,11,12,7.4,2.2,0.0,6,0.0,0,7.4,8.6,1001.05,6.7,87.21,8.1,5.3,2.0
92,2023,11,11,6.9,2.3,0.1,6,0.0,0,6.7,8.2,996.08,6.1,86.67,8.8,2.8,0.2
93,2023,11,10,9.8,3.1,0.0,6,0.0,0,7.0,8.8,994.62,9.0,77.08,10.9,5.6,3.9
94,2023,11,9,10.6,3.6,0.0,6,0.0,0,8.0,8.5,999.17,9.7,71.13,12.4,6.1,4.2
95,2023,11,8,12.0,3.9,0.4,6,0.0,0,6.9,8.9,1005.9,9.0,77.33,12.0,6.8,4.8
96,2023,11,7,10.1,4.0,0.0,6,0.0,0,4.3,9.5,1003.92,9.9,77.58,12.9,7.9,6.6
97,2023,11,6,15.7,5.0,0.0,6,0.0,0,6.3,9.4,994.18,11.4,69.75,13.6,9.2,7.5
98,2023,11,5,14.2,3.9,6.3,6,0.0,0,7.6,10.6,975.63,10.4,83.88,13.1,8.1,6.7
99,2023,11,4,11.9,4.1,3.1,6,0.0,0,7.0,8.3,982.25,8.9,72.83,11.8,6.2,5.0
100,2023,11,3,6.7,2.4,0.1,6,0.0,0,8.0,10.0,981.3,9.9,81.54,11.4,8.8,7.3
101,2023,11,2,9.2,3.9,4.5,6,0.0,0,7.2,10.7,986.66,11.4,79.67,14.0,8.8,6.8
102,2023,11,1,7.9,2.6,0.0,6,0.0,0,7.0,10.2,999.6,10.7,77.63,14.6,6.8,6.5
103,2023,10,31,14.7,4.6,4.4,6,0.0,0,7.2,11.1,992.83,11.1,83.25,13.5,7.1,5.8
104,2023,10,30,10.2,3.2,1.8,6,0.0,0,8.0,11.9,996.58,13.1,78.83,15.6,10.9,9.4
105,2023,10,29,12.3,3.4,4.5,6,0.0,0,7.7,12.1,994.55,12.1,85.88,15.2,8.7,7.3
106,2023,10,28,4.6,1.9,13.4,6,0.0,0,7.3,11.7,994.29,10.2,94.17,12.2,8.5,7.0
107,2023,10,27,6.3,2.7,8.3,6,0.0,0,7.8,11.2,989.09,9.5,94.13,10.4,8.8,8.4
108,2023,10,26,6.8,2.4,0.7,6,0.0,0,7.9,11.6,989.01,10.0,94.54,10.9,9.3,8.9
109,2023,10,25,7.3,2.5,7.8,4,0.0,0,7.6,11.8,995.2,11.2,88.79,14.2,9.3,6.7
110,2023,10,24,7.9,2.5,12.7,4,0.0,0,7.7,12.7,1000.41,11.4,93.67,13.1,9.1,8.0
111,2023,10,23,5.2,1.8,0.1,6,0.0,0,7.0,11.6,1008.31,10.9,88.67,15.7,7.1,3.2
112,2023,10,22,8.5,2.6,0.0,6,0.0,0,7.3,12.2,1002.65,13.1,81.92,17.7,10.3,7.6
113,2023,10,21,11.3,2.9,1.7,4,0.0,0,6.2,11.5,992.51,11.2,87.38,19.4,6.6,4.9
114,2023,10,20,15.0,7.0,5.7,4,0.0,0,7.9,8.8,986.14,6.0,94.13,7.0,4.9,4.5
115,2023,10,19,8.5,4.9,0.0,0,0.0,0,7.8,8.6,994.11,6.8,86.92,7.6,5.5,4.8
116,2023,10,18,8.9,2.6,0.0,0,0.0,0,4.8,7.4,1008.61,6.5,78.5,12.7,-0.3,-4.0
117,2023,10,17,4.6,1.0,0.0,0,0.0,0,5.9,7.8,1015.52,6.8,80.42,11.3,1.6,-2.5
118,2023,10,16,10.4,3.8,0.0,0,0.0,0,4.6,8.1,1014.45,7.3,79.83,11.4,3.3,0.0
119,2023,10,15,14.2,6.3,0.0,0,0.0,0,2.5,7.8,1009.13,8.6,70.33,11.7,6.2,4.7
120,2023,10,14,15.5,5.7,0.0,0,0.0,0,6.4,11.5,1000.57,14.5,68.92,20.4,8.9,7.4
121,2023,10,13,9.7,3.8,0.0,0,0.0,0,7.6,16.1,1003.01,17.8,79.79,22.0,12.9,12.5
122,2023,10,12,11.4,3.1,0.0,0,0.0,0,7.8,13.8,1006.97,15.2,80.79,21.0,12.4,11.7
123,2023,10,11,10.2,3.8,0.0,0,0.0,0,7.3,14.3,1005.62,19.0,66.29,23.6,14.4,13.1
124,2023,10,10,7.6,2.4,0.0,6,0.0,0,7.9,14.5,1012.13,14.2,89.83,17.0,10.4,10.2
125,2023,10,9,5.7,2.3,0.0,6,0.0,0,7.8,11.3,1012.89,10.2,90.92,11.7,8.9,8.7
126,2023,10,8,8.0,2.6,0.0,6,0.0,0,6.4,9.7,1018.09,12.1,69.63,15.2,9.6,8.0
127,2023,10,7,13.9,5.4,15.4,6,0.0,0,7.9,14.8,1009.35,15.7,83.54,18.4,10.9,10.5
128,2023,10,6,11.4,3.9,0.0,6,0.0,0,7.9,13.4,1015.42,15.3,78.04,18.6,10.5,8.9
129,2023,10,5,14.3,4.2,1.4,6,0.0,0,7.1,12.4,1015.88,12.9,83.58,16.8,10.0,6.3
130,2023,10,4,14.2,4.9,0.0,6,0.0,0,6.6,12.1,1017.14,14.4,73.83,18.3,11.7,10.7
131,2023,10,3,18.0,4.6,9.1,6,0.0,0,6.5,14.8,1006.86,18.1,73.0,25.0,13.0,9.4
132,2023,10,2,7.6,2.1,0.0,6,0.0,0,6.8,15.6,1014.17,20.1,66.88,26.0,13.7,10.5
133,2023,10,1,9.5,2.7,1.2,6,0.0,0,7.8,13.0,1017.63,16.1,71.67,20.4,13.1,12.6
134,2023,9,30,12.3,4.5,0.0,0,0.0,0,4.8,12.5,1018.34,15.5,71.71,20.4,12.0,8.8
135,2023,9,29,14.6,2.4,0.0,6,0.0,0,7.8,16.4,1011.18,19.1,74.5,23.1,13.2,9.8
136,2023,9,28,6.1,1.9,0.0,0,0.0,0,4.6,15.7,1011.75,19.7,70.5,27.7,14.2,10.4
137,2023,9,27,5.5,1.5,0.0,0,0.0,0,3.8,16.8,1014.73,19.2,77.71,27.0,10.7,7.7
138,2023,9,26,7.6,1.9,0.0,0,0.0,0,3.6,15.9,1017.15,17.4,81.25,24.7,9.9,6.0
139,2023,9,25,7.3,2.7,0.0,0,0.0,0,2.9,12.7,1020.97,15.2,75.71,22.2,9.1,6.2
140,2023,9,24,7.5,2.1,0.0,0,0.0,0,3.4,12.1,1020.52,14.4,74.71,19.4,10.5,7.3
141,2023,9,23,10.4,3.6,0.0,0,0.0,0,5.3,12.3,1007.77,15.1,72.42,18.9,12.0,10.6
142,2023,9,22,8.2,2.6,2.0,6,0.0,0,7.8,16.3,997.86,16.8,85.54,19.0,14.1,12.9
143,2023,9,21,8.9,3.0,1.3,6,0.0,0,4.3,15.2,997.55,21.5,61.0,29.0,14.9,12.0
144,2023,9,20,10.6,3.5,0.0,0,0.0,0,6.5,13.7,1004.65,19.3,61.5,25.0,14.6,12.4
145,2023,9,19,12.4,4.5,0.0,0,0.0,0,6.9,12.9,1004.0,18.4,61.79,21.1,15.8,14.0
146,2023,9,18,9.3,3.4,0.0,6,0.0,0,6.9,17.6,1003.18,21.0,71.71,26.3,16.5,14.4
147,2023,9,17,4.5,1.4,0.0,0,0.0,0,6.1,16.2,1009.7,20.4,70.58,27.4,12.5,9.4
148,2023,9,16,8.4,2.7,0.0,0,0.0,0,1.6,14.2,1011.56,18.4,68.33,25.8,11.3,9.0
149,2023,9,15,10.0,3.0,0.0,0,0.0,0,1.0,13.3,1016.27,16.8,71.13,23.4,9.4,5.8
150,2023,9,14,7.1,2.5,0.0,0,0.0,0,2.5,12.3,1016.47,15.3,72.21,20.5,10.7,6.9
151,2023,9,13,14.0,4.2,9.6,6,0.0,0,7.7,18.4,1007.76,18.7,85.21,22.3,14.1,13.6
152,2023,9,12,12.0,2.3,9.6,6,0.0,0,5.8,17.0,1006.63,22.7,63.42,30.3,14.8,11.5
153,2023,9,11,5.7,1.1,0.0,0,0.0,0,4.0,15.8,1008.18,23.0,60.25,31.1,14.7,10.2
154,2023,9,10,7.7,1.1,0.0,0,0.0,0,1.7,14.9,1011.34,22.2,60.79,31.1,12.8,8.2
155,2023,9,9,7.8,2.2,0.0,0,0.0,0,4.2,15.0,1012.43,22.1,60.46,30.7,13.9,8.5
156,2023,9,8,8.9,2.6,0.0,0,0.0,0,0.4,15.1,1015.31,21.6,61.42,29.3,13.0,8.0
157,2023,9,7,0.0,2.9,0.0,0,0.0,0,3.5,14.9,1018.31,21.8,60.42,29.3,14.2,9.8
158,2023,9,6,5.7,2.0,0.0,0,0.0,0,0.0,15.1,1017.5,21.2,63.79,29.3,12.2,8.5
159,2023,9,5,8.5,2.6,0.0,0,0.0,0,3.0,15.6,1018.3,21.5,62.58,28.0,14.8,11.5
160,2023,9,4,5.0,1.3,0.0,0,0.0,0,0.0,14.5,1022.31,19.0,68.42,26.0,11.5,8.0
161,2023,9,3,9.1,3.1,0.0,0,0.0,0,7.6,13.9,1020.25,17.3,71.17,21.2,12.5,8.6
162,2023,9,2,7.7,1.7,0.0,0,0.0,0,4.0,14.1,1014.67,16.6,76.21,21.8,9.8,6.6
163,2023,9,1,9.3,2.7,0.0,0,0.0,0,4.4,12.8,1008.45,15.5,73.96,21.6,10.0,8.6
164,2023,8,31,12.3,3.7,3.2,6,0.0,0,7.5,13.1,1003.33,14.6,78.92,18.4,11.6,10.5
165,2023,8,30,6.3,2.0,0.5,6,0.0,0,7.7,14.0,1001.36,16.6,75.54,21.3,12.6,11.0
166,2023,8,29,7.0,2.5,5.5,6,0.0,0,7.9,14.9,1003.28,15.4,85.17,17.6,13.9,13.2
167,2023,8,28,9.0,2.5,0.0,6,0.0,0,7.0,13.4,1005.3,16.6,71.5,19.8,12.7,11.0
168,2023,8,27,5.9,1.8,0.3,6,0.0,0,7.7,14.8,1004.38,17.4,75.25,21.1,12.2,9.7
169,2023,8,26,12.6,3.2,0.5,6,0.0,0,7.6,17.1,1004.4,20.4,71.67,26.4,14.6,11.7
170,2023,8,25,9.0,2.5,0.2,6,0.0,0,6.2,19.5,1003.17,23.9,66.33,29.0,19.3,17.7
171,2023,8,24,6.5,1.9,0.0,6,0.0,0,5.8,16.4,1010.16,22.8,60.88,28.3,15.5,11.7
172,2023,8,23,10.4,2.6,0.0,0,0.0,0,2.2,15.9,1013.25,21.0,66.21,26.8,13.6,10.6
173,2023,8,22,6.7,2.4,0.0,0,0.0,0,6.6,16.6,1013.97,21.1,67.21,25.3,15.4,11.7
174,2023,8,21,9.7,3.2,0.0,0,0.0,0,5.2,17.3,1016.48,23.1,62.92,27.8,18.8,15.7
175,2023,8,20,8.0,3.6,0.0,0,0.0,0,4.2,20.0,1015.11,24.7,65.71,29.3,20.5,18.1
176,2023,8,19,6.7,2.1,0.0,0,0.0,0,3.3,21.4,1011.87,25.7,67.17,32.2,18.5,16.4
177,2023,8,18,8.3,3.0,0.0,0,0.0,0,3.6,21.2,1012.0,24.4,70.83,30.1,19.1,17.8
178,2023,8,17,8.8,3.9,1.0,6,0.0,0,7.0,19.7,1013.68,21.9,75.08,27.0,18.0,16.8
179,2023,8,16,7.1,2.8,0.0,6,0.0,0,5.5,20.6,1014.3,23.2,73.33,27.7,19.7,18.3
180,2023,8,15,0.0,2.6,0.0,6,0.0,0,0.0,22.7,1010.36,24.4,76.04,31.2,18.0,15.9
181,2023,8,14,0.0,2.2,21.2,4,0.0,0,4.8,18.3,1010.55,23.4,65.33,30.6,14.3,12.1
182,2023,8,13,6.7,2.3,0.0,0,0.0,0,7.0,17.1,1011.87,22.3,65.0,27.1,17.8,15.3
183,2023,8,12,8.9,2.7,0.3,6,0.0,0,7.2,18.7,1011.09,22.2,70.29,28.2,16.6,14.3
184,2023,8,11,8.1,1.6,0.0,0,0.0,0,3.9,14.4,1015.76,19.0,67.17,24.8,10.5,6.8
185,2023,8,10,9.2,2.1,0.0,0,0.0,0,3.8,12.1,1014.8,16.2,68.08,21.9,9.6,6.0
186,2023,8,9,12.6,3.3,0.1,6,0.0,0,6.3,12.4,1008.74,15.9,69.54,20.2,11.6,7.6
187,2023,8,8,16.4,5.4,4.3,6,0.0,0,6.3,12.6,1003.94,14.9,74.17,20.0,12.7,10.9
188,2023,8,7,15.7,6.5,0.5,6,0.0,0,7.8,13.4,999.84,16.5,71.92,19.7,14.0,12.5
189,2023,8,6,6.6,2.2,6.0,6,0.0,0,7.8,16.5,998.68,16.2,89.5,17.5,14.0,12.9
190,2023,8,5,6.4,2.1,0.7,6,0.0,0,7.5,14.9,1007.23,17.8,73.5,21.3,13.6,10.0
191,2023,8,4,8.9,3.3,0.0,6,0.0,0,5.8,15.2,1004.98,18.8,70.92,23.4,13.7,10.4
192,2023,8,3,16.1,5.3,6.1,6,0.0,0,6.0,16.6,992.85,19.0,76.67,23.2,16.6,15.0
193,2023,8,2,12.6,4.4,1.6,6,0.0,0,6.7,15.5,992.4,19.0,70.96,22.4,15.5,14.4
194,2023,8,1,14.6,4.4,5.2,6,0.0,0,6.9,16.8,993.0,18.2,80.33,22.8,16.1,14.9
195,2023,7,31,12.9,3.7,1.2,6,0.0,0,7.8,16.4,1001.83,18.1,79.21,21.5,14.7,13.4
196,2023,7,30,12.3,3.5,2.5,6,0.0,0,6.5,15.9,1004.1,19.0,74.29,24.9,13.6,12.3
197,2023,7,29,12.5,2.3,9.2,6,0.0,0,5.4,19.6,1001.51,19.7,85.96,24.4,14.7,12.9
198,2023,7,28,11.6,4.0,1.7,6,0.0,0,7.1,19.7,999.56,19.3,88.13,22.9,16.4,14.8
199,2023,7,27,9.5,2.9,16.9,6,0.0,0,6.0,14.6,1002.69,15.9,81.0,19.4,11.6,10.1
200,2023,7,26,13.0,4.2,4.6,6,0.0,0,6.9,11.9,1004.32,16.4,64.42,20.8,12.3,10.9
201,2023,7,25,9.7,4.1,0.0,6,0.0,0,6.6,13.2,998.39,17.9,65.79,22.1,14.6,13.9
202,2023,7,24,25.4,3.6,22.7,6,0.0,0,7.0,16.7,997.18,21.5,67.13,28.7,15.5,14.6
203,2023,7,23,18.4,3.7,0.0,6,0.0,0,7.8,13.6,1003.22,20.5,58.33,28.1,14.9,13.3
204,2023,7,22,11.3,3.8,0.3,6,0.0,0,6.0,12.8,1007.06,17.7,65.42,22.5,13.2,12.2
205,2023,7,21,10.9,1.8,7.0,6,0.0,0,6.1,13.3,1005.6,16.2,73.21,22.0,10.3,5.7
206,2023,7,20,11.1,4.1,0.0,6,0.0,0,6.1,13.2,1006.5,17.8,66.92,23.6,13.0,7.7
207,2023,7,19,11.3,3.0,3.3,6,0.0,0,6.9,13.1,1005.7,20.4,57.33,27.3,12.9,8.1
208,2023,7,18,10.0,3.2,0.0,0,0.0,0,3.1,11.9,1012.81,19.7,54.75,26.1,13.6,9.4
209,2023,7,17,13.2,4.8,0.0,0,0.0,0,5.1,12.0,1010.92,22.4,45.96,28.4,14.1,11.6
210,2023,7,16,11.9,3.9,0.0,0,0.0,0,5.3,16.1,1007.25,23.9,56.46,28.9,18.0,12.5
211,2023,7,15,12.2,3.1,1.7,6,0.0,0,5.5,15.6,1004.19,26.1,48.79,35.5,17.6,15.5
212,2023,7,14,6.2,2.2,0.0,0,0.0,0,3.9,12.9,1010.85,21.0,54.25,27.2,14.5,10.4
213,2023,7,13,15.0,4.1,0.0,6,0.0,0,4.8,13.3,1009.26,20.4,57.25,26.6,13.3,10.4
214,2023,7,12,14.9,5.0,0.0,0,0.0,0,5.3,15.1,1003.29,23.9,50.96,28.4,17.2,12.3
215,2023,7,11,7.6,2.5,0.0,0,0.0,0,5.3,15.3,1009.87,24.1,54.46,30.3,15.9,10.4
216,2023,7,10,14.1,4.0,0.8,6,0.0,0,5.5,17.0,1012.2,23.4,59.33,29.6,17.9,13.1
217,2023,7,9,6.2,2.4,1.1,6,0.0,0,3.9,13.4,1014.67,25.0,44.42,32.5,15.5,10.5
218,2023,7,8,10.5,2.3,0.0,0,0.0,0,0.0,12.1,1014.81,24.0,43.17,31.6,14.6,8.5
219,2023,7,7,7.0,1.7,0.0,0,0.0,0,1.0,11.4,1016.18,21.1,49.58,28.5,10.0,5.7
220,2023,7,6,8.3,2.5,0.0,0,0.0,0,2.1,11.2,1012.17,18.3,54.58,24.0,12.6,7.1
221,2023,7,5,14.0,4.5,0.6,6,0.0,0,5.8,12.3,1005.53,19.5,54.83,24.7,13.8,9.6
222,2023,7,4,12.7,4.2,0.0,0,0.0,0,4.7,12.0,1006.44,18.9,56.36,23.1,13.2,8.3
223,2023,7,3,14.6,4.1,0.0,0,0.0,0,7.2,11.1,1003.76,18.4,53.17,22.5,13.9,12.1
